race,age,engnat,gender,hand,source,country,E,N,A,C,O,maximum,personality_type
11,21,2,2,1,2,MY,3.0,3.1,3.6,3.2,2.8,3.6,A
3,19,1,2,1,2,US,3.1,2.5,2.9,3.1,3.2,3.2,O
11,20,2,2,1,2,US,3.2,3.2,2.9,3.4,3.1,3.4,C
3,24,2,2,1,1,HK,2.9,3.7,3.5,3.0,3.9,3.9,O
3,26,2,2,1,5,LV,2.9,3.9,3.5,3.8,3.4,3.9,N
3,21,1,1,2,2,CA,2.9,2.8,2.8,2.9,3.8,3.8,O
3,26,2,1,1,5,DE,3.0,3.3,3.2,3.0,3.7,3.7,O
11,17,2,1,1,1,MY,2.9,3.6,2.1,3.0,3.8,3.8,O
3,58,1,2,1,2,AU,3.0,1.7,3.2,3.4,3.8,3.8,O
3,14,1,2,1,1,AU,3.2,2.8,3.7,2.8,2.8,3.7,A
11,17,2,2,1,1,PH,2.6,3.5,2.6,2.9,3.1,3.5,N
13,14,2,2,1,1,TN,2.7,2.6,2.6,3.1,3.7,3.7,O
3,19,1,2,1,2,AU,3.1,3.2,3.4,3.2,3.5,3.5,O
11,23,2,1,1,5,BD,3.2,2.8,3.5,3.3,3.3,3.5,A
4,51,1,2,1,2,US,3.2,2.8,3.0,2.9,3.0,3.2,E
13,19,1,1,1,1,IN,2.9,4.4,3.5,3.9,3.0,4.4,N
3,26,1,2,2,2,US,3.2,4.0,2.8,3.2,3.3,4.0,N
3,51,2,1,1,2,DE,3.4,2.5,3.3,3.3,3.6,3.6,O
13,36,1,1,1,1,KE,3.2,3.8,3.4,3.2,3.4,3.8,N
3,17,2,2,1,2,NO,3.0,2.7,3.3,2.9,3.6,3.6,O
3,49,2,1,1,1,US,3.0,3.7,3.1,3.2,3.6,3.7,N
3,14,1,2,3,1,GB,3.1,3.8,3.1,3.4,2.9,3.8,N
3,23,2,2,1,5,FI,2.8,3.2,3.1,3.2,3.1,3.2,N
3,52,1,2,1,2,US,3.0,1.8,3.4,3.4,3.4,3.4,A
3,37,2,2,1,1,NL,2.6,3.4,3.4,3.4,3.9,3.9,O
12,23,2,1,1,1,PH,3.7,3.0,3.6,3.1,3.2,3.7,E
4,18,1,2,1,1,IN,2.7,2.5,3.2,2.9,3.3,3.3,O
6,22,2,1,1,2,MY,2.4,2.0,2.5,3.0,3.4,3.4,O
4,23,2,2,1,1,IN,3.5,4.4,4.2,4.0,3.4,4.4,N
11,19,2,2,2,1,PH,3.4,4.1,3.3,3.4,3.0,4.1,N
3,48,2,1,1,5,FI,2.4,2.8,2.7,3.1,2.9,3.1,C
3,17,1,1,1,1,GB,3.0,2.5,2.9,2.7,2.7,3.0,E
3,26,2,1,1,1,GR,3.3,4.0,3.1,3.3,3.3,4.0,N
13,17,1,2,1,1,US,3.0,3.5,3.5,3.0,3.7,3.7,O
1,18,1,2,1,1,GB,3.5,2.8,3.2,2.7,3.6,3.6,O
13,31,2,1,1,1,EU,3.6,3.5,3.0,4.1,3.6,4.1,C
11,17,1,1,2,1,SG,3.2,2.8,3.2,3.0,3.4,3.4,O
11,19,2,2,1,2,TH,2.8,2.9,3.1,2.9,2.6,3.1,A
11,20,2,2,1,2,TH,3.1,3.4,3.3,2.9,3.2,3.4,N
12,29,1,2,1,1,NG,3.5,3.5,3.2,3.2,3.4,3.5,E
11,17,1,2,1,1,SG,3.6,4.1,3.7,4.3,3.5,4.3,C
11,17,2,2,1,1,ID,2.9,4.0,3.7,3.9,3.5,4.0,N
13,30,2,2,1,1,IN,2.9,3.1,2.9,3.3,3.1,3.3,C
11,27,2,1,1,1,NP,3.3,3.9,3.9,3.3,2.4,3.9,N
13,34,1,2,2,3,US,2.7,2.8,3.3,3.2,3.6,3.6,O
3,49,1,2,1,5,DE,3.0,3.1,3.2,3.5,3.7,3.7,O
3,18,2,1,1,5,SE,3.1,3.7,3.5,3.3,3.4,3.7,N
3,18,2,2,1,5,SE,3.1,3.1,3.0,2.7,2.8,3.1,E
3,18,2,1,1,5,SE,3.5,2.9,3.2,3.0,2.8,3.5,E
3,18,2,2,1,5,SE,3.4,4.0,3.4,3.4,3.4,4.0,N
3,49,2,2,1,2,NO,3.0,1.8,3.1,3.1,3.0,3.1,A
13,29,2,1,1,1,IN,4.0,4.5,4.0,3.7,3.6,4.5,N
13,26,2,2,1,5,LV,2.8,3.8,3.5,2.9,3.2,3.8,N
4,26,2,2,1,2,IN,3.0,3.0,3.0,2.9,3.2,3.2,O
3,58,1,1,2,1,US,3.2,3.6,3.2,3.6,3.8,3.8,O
3,19,2,1,1,3,LV,3.1,4.1,3.2,2.7,3.0,4.1,N
12,32,2,1,1,1,GB,3.2,2.9,3.4,3.1,3.9,3.9,O
5,20,2,2,1,5,SA,3.1,3.6,3.2,2.9,3.2,3.6,N
3,36,1,1,1,1,AU,3.0,3.3,3.4,2.4,4.1,4.1,O
13,22,2,2,1,2,ES,2.5,3.2,3.1,3.4,3.0,3.4,C
3,58,1,2,1,1,US,3.0,1.8,3.0,3.0,3.4,3.4,O
3,19,1,1,1,2,US,3.5,2.7,3.3,3.3,3.3,3.5,E
6,25,1,2,1,1,US,2.9,3.2,3.5,3.2,2.9,3.5,A
4,15,2,2,1,2,PK,2.6,3.0,3.7,3.8,3.4,3.8,C
3,42,1,2,1,2,NI,2.8,2.6,2.9,3.2,3.8,3.8,O
13,25,2,2,1,2,IN,2.4,3.6,2.7,2.6,3.0,3.6,N
12,35,1,1,1,1,ZA,3.3,1.2,2.8,3.3,3.0,3.3,E
3,17,1,1,1,1,US,3.1,2.7,2.7,3.5,3.8,3.8,O
1,53,1,2,1,1,VI,3.2,2.6,2.6,3.2,3.1,3.2,E
11,13,2,1,1,1,PH,3.3,3.7,2.9,3.2,3.4,3.7,N
6,48,1,1,1,1,US,3.2,1.9,3.4,3.2,3.5,3.5,O
3,27,2,1,1,3,GR,2.9,3.8,3.8,3.9,3.0,3.9,C
3,21,1,1,2,1,GB,3.0,2.3,3.5,3.5,3.3,3.5,A
1,39,1,2,1,3,US,3.5,2.0,3.0,2.9,3.3,3.5,E
4,24,2,2,1,1,IN,2.8,3.8,3.8,3.3,3.9,3.9,O
1,19,1,1,1,1,US,3.3,2.5,3.1,3.5,3.3,3.5,C
11,18,1,2,1,2,SG,3.3,2.6,3.0,2.7,3.2,3.3,E
3,19,1,2,1,2,US,3.3,2.6,3.0,2.9,2.7,3.3,E
3,18,1,2,1,1,US,3.0,3.6,2.9,3.1,3.3,3.6,N
3,24,1,2,1,1,GB,2.9,4.0,3.3,3.5,3.5,4.0,N
3,16,1,1,2,1,US,3.0,3.2,3.0,3.0,3.3,3.3,O
6,23,1,2,1,2,US,3.1,3.0,3.2,2.9,3.0,3.2,A
4,24,2,2,1,1,IN,3.4,2.6,3.4,3.0,3.0,3.4,E
13,45,2,2,1,5,US,2.7,2.4,3.4,2.7,3.9,3.9,O
13,28,2,2,2,1,OM,2.8,3.0,3.0,2.8,2.8,3.0,N
13,1996,2,2,1,1,SA,2.2,2.7,3.3,3.3,2.4,3.3,A
3,16,1,2,1,5,US,2.8,2.2,2.9,3.5,3.4,3.5,C
13,16,1,2,1,2,US,3.4,3.3,3.4,3.2,3.4,3.4,E
3,17,1,2,1,5,US,2.5,3.0,3.2,3.2,3.2,3.2,A
3,17,1,1,1,2,US,3.0,2.9,3.2,3.1,3.2,3.2,A
4,29,1,1,1,1,IN,3.2,3.0,3.3,3.3,3.8,3.8,O
3,17,1,1,2,5,US,3.0,3.1,3.1,3.0,3.4,3.4,O
1,16,1,2,1,5,US,3.5,2.8,3.3,3.7,3.5,3.7,C
13,20,2,2,2,5,US,2.9,2.7,2.9,2.8,3.1,3.1,O
6,17,2,1,1,2,US,2.9,3.1,3.5,3.2,2.9,3.5,A
11,26,1,2,1,2,IN,3.5,3.7,3.4,3.8,3.3,3.8,C
3,43,1,2,1,1,US,2.5,2.2,3.1,3.1,3.4,3.4,O
13,18,2,2,1,5,US,3.6,3.1,3.4,3.0,3.1,3.6,E
13,19,2,2,2,1,DE,3.2,3.6,3.5,3.5,3.4,3.6,N
3,26,1,2,1,5,US,3.4,2.8,3.5,3.0,3.4,3.5,A
3,37,1,2,1,2,US,2.6,1.9,3.2,2.2,3.6,3.6,O
11,38,1,1,1,2,US,3.3,2.8,3.1,3.4,3.4,3.4,C
3,22,2,2,1,2,TH,3.0,3.3,3.2,3.3,3.1,3.3,N
5,13,1,1,1,1,US,4.2,2.4,3.5,2.8,4.0,4.2,E
3,20,1,1,1,1,US,3.0,2.7,2.8,3.3,2.9,3.3,C
3,58,1,1,1,1,US,3.3,2.7,2.9,3.0,3.1,3.3,E
3,55,1,1,1,1,US,3.2,2.3,3.1,2.9,3.3,3.3,O
13,43,1,1,1,1,US,3.7,2.8,3.1,3.1,2.9,3.7,E
13,17,2,2,1,5,CA,3.0,3.3,3.7,3.3,3.2,3.7,A
13,17,1,1,1,5,CA,4.1,3.6,3.5,3.4,3.7,4.1,E
3,17,1,2,1,2,US,3.0,3.8,2.5,2.9,2.9,3.8,N
5,16,1,2,1,2,US,2.8,3.5,2.9,2.5,2.6,3.5,N
3,17,1,2,1,2,US,3.1,2.7,3.0,3.6,3.5,3.6,C
12,22,2,1,1,2,ZA,3.0,2.4,3.1,3.0,3.5,3.5,O
3,17,1,2,1,2,US,3.0,2.3,3.3,3.5,3.5,3.5,C
3,17,1,2,1,1,GB,3.2,3.0,3.7,2.2,2.3,3.7,A
3,45,1,2,1,2,US,2.8,3.3,3.0,2.6,2.9,3.3,N
13,22,1,2,1,2,US,2.6,3.5,3.2,3.1,3.1,3.5,N
13,55,1,1,3,1,US,2.8,2.3,3.4,3.3,3.6,3.6,O
13,20,1,2,1,5,US,2.9,3.0,3.6,3.2,3.1,3.6,A
3,25,2,2,2,2,SE,3.4,3.4,3.3,3.4,3.3,3.4,E
3,30,1,2,1,1,US,3.3,3.2,3.3,3.5,3.1,3.5,C
3,18,1,2,1,5,US,2.8,3.5,2.8,2.8,2.8,3.5,N
3,28,1,1,1,2,US,3.5,3.0,3.1,3.0,3.1,3.5,E
3,18,1,1,1,5,US,3.0,3.6,2.8,3.2,3.4,3.6,N
3,45,2,1,1,1,DK,2.8,2.4,2.9,3.3,3.4,3.4,O
6,15,1,2,1,1,US,2.8,3.1,3.5,2.9,3.3,3.5,A
3,23,2,2,2,2,CA,3.3,2.7,3.0,3.0,3.2,3.3,E
3,43,2,1,1,1,RS,3.7,1.8,2.7,3.5,3.4,3.7,E
3,16,1,1,1,5,US,3.2,2.7,3.8,2.9,3.2,3.8,A
3,19,1,1,2,5,US,3.4,2.3,2.8,3.2,3.2,3.4,E
3,31,2,1,2,1,FI,2.9,3.2,2.5,2.9,2.8,3.2,N
4,22,2,2,1,2,A2,3.1,3.9,2.7,3.3,2.9,3.9,N
3,19,1,1,1,5,US,2.9,2.3,3.1,2.6,2.9,3.1,A
3,28,1,2,1,1,US,2.9,2.7,2.8,3.2,3.3,3.3,O
13,46,1,1,1,1,US,3.0,2.6,3.4,2.8,3.6,3.6,O
13,21,1,1,2,2,US,2.9,2.1,2.7,3.1,3.4,3.4,O
6,14,1,1,1,1,US,3.6,2.7,3.4,3.1,3.4,3.6,E
3,30,1,2,1,1,US,3.5,3.6,3.0,3.3,3.5,3.6,N
4,31,1,1,1,5,US,3.3,3.7,3.1,3.3,3.4,3.7,N
3,31,1,2,1,5,US,3.0,2.9,2.9,2.9,2.6,3.0,E
4,23,1,2,1,2,IN,3.5,3.0,3.2,3.0,3.1,3.5,E
3,33,2,2,1,5,ES,3.1,2.8,3.1,3.4,3.5,3.5,O
1,32,2,2,1,1,US,3.5,3.7,3.7,3.0,2.9,3.7,N
3,20,1,1,1,2,US,3.1,3.4,3.8,3.4,3.7,3.8,A
3,56,1,2,1,2,US,3.1,2.3,3.2,3.7,3.2,3.7,C
13,36,1,2,1,5,US,2.8,1.9,3.3,2.7,2.9,3.3,A
13,20,2,2,1,1,EE,3.3,4.1,3.6,3.0,3.3,4.1,N
3,18,1,2,1,2,US,3.8,3.1,3.6,3.4,3.1,3.8,E
3,31,2,2,1,5,CA,3.4,3.9,3.2,3.0,3.4,3.9,N
1,20,1,1,1,1,JM,2.8,3.3,2.7,2.7,2.7,3.3,N
13,37,1,1,1,2,US,3.7,2.4,3.9,3.0,3.4,3.9,A
3,26,1,2,1,1,US,3.2,3.1,3.4,3.7,3.5,3.7,C
5,21,1,2,2,5,US,3.6,3.5,2.6,3.3,3.2,3.6,E
3,28,1,2,1,2,US,2.6,2.8,3.6,3.0,3.7,3.7,O
4,21,2,1,1,1,IN,2.9,3.5,2.7,3.5,2.6,3.5,N
3,13,1,2,2,1,US,3.1,1.2,3.4,3.4,3.8,3.8,O
3,19,1,1,1,5,CA,3.5,2.8,3.6,3.4,3.5,3.6,A
3,19,1,1,2,2,US,3.1,2.7,3.1,3.6,3.4,3.6,C
13,20,1,2,1,5,CA,3.0,4.6,2.9,3.3,3.3,4.6,N
1,17,1,2,1,1,US,3.2,4.2,2.8,3.1,2.9,4.2,N
3,33,2,2,1,2,GR,3.2,3.2,3.1,2.9,3.2,3.2,E
6,37,1,2,1,1,US,3.0,3.3,2.9,2.8,3.4,3.4,O
3,18,1,2,3,5,US,2.9,2.3,3.4,3.3,3.8,3.8,O
3,28,1,2,1,1,CA,3.4,3.8,3.0,3.8,4.2,4.2,O
3,14,1,2,1,1,US,2.6,4.4,3.8,3.5,3.9,4.4,N
3,19,1,2,1,1,US,2.8,3.5,2.9,2.4,3.0,3.5,N
13,42,1,1,1,1,GB,2.8,2.9,3.8,2.9,3.1,3.8,A
1,15,1,2,1,5,US,2.3,2.1,2.7,2.7,2.5,2.7,A
3,28,1,2,1,5,US,4.0,4.1,3.0,2.2,3.4,4.1,N
3,16,1,2,1,5,US,3.0,3.3,3.3,3.0,2.8,3.3,N
3,16,1,2,1,5,US,3.3,2.5,3.7,3.2,3.4,3.7,A
12,27,2,1,1,1,KE,3.3,4.2,2.7,2.8,2.9,4.2,N
3,25,2,2,1,5,US,2.9,3.5,3.0,3.2,3.0,3.5,N
13,17,1,2,1,1,GB,3.2,3.8,3.2,3.3,3.0,3.8,N
13,19,1,1,1,1,GB,2.8,3.4,3.1,3.0,3.1,3.4,N
1,19,1,2,1,5,US,3.1,2.5,3.0,3.0,3.2,3.2,O
3,17,1,2,1,5,US,2.7,2.3,3.4,2.9,3.9,3.9,O
3,18,1,2,1,5,US,3.0,3.5,2.8,2.7,3.1,3.5,N
13,23,1,2,1,1,US,3.5,2.8,3.4,2.8,3.0,3.5,E
3,35,2,1,1,5,BE,3.5,1.6,3.0,3.9,3.5,3.9,C
3,23,1,2,1,2,IN,3.8,2.5,3.5,3.3,3.3,3.8,E
4,26,2,1,1,1,IN,3.3,2.9,2.8,3.0,2.2,3.3,E
11,15,1,2,1,2,CA,2.8,3.4,2.4,3.8,3.5,3.8,C
3,18,1,1,1,2,US,3.3,2.1,3.1,2.7,3.0,3.3,E
3,22,1,2,1,2,GB,3.2,2.3,3.3,3.3,3.6,3.6,O
3,32,1,2,1,2,GB,2.9,2.8,3.3,2.8,3.0,3.3,A
13,24,2,2,2,1,SE,2.8,3.0,3.2,3.3,3.7,3.7,O
3,55,1,1,3,5,GB,2.5,3.1,2.9,2.6,3.3,3.3,O
4,20,2,2,1,1,A2,2.6,3.5,3.6,2.7,3.5,3.6,A
5,23,1,2,1,5,US,2.9,3.1,3.1,2.6,3.2,3.2,O
3,35,2,1,1,5,RO,3.6,1.9,3.0,3.5,3.6,3.6,E
11,24,2,2,1,1,IN,3.1,3.6,2.9,2.2,3.1,3.6,N
3,30,1,2,1,1,GB,2.7,3.4,3.1,3.0,3.2,3.4,N
3,18,1,2,1,2,US,3.3,2.4,3.2,3.3,3.6,3.6,O
13,71,1,2,1,1,US,3.1,3.2,2.9,3.3,3.0,3.3,C
3,41,1,2,1,1,GB,2.8,3.6,3.1,3.5,3.8,3.8,O
11,25,2,2,1,5,US,3.1,3.7,3.0,3.1,3.3,3.7,N
3,50,1,1,1,2,US,3.0,2.5,2.8,3.2,3.4,3.4,O
1,19,1,2,1,1,US,3.2,3.5,3.4,3.4,3.3,3.5,N
3,57,1,2,1,1,GB,2.7,3.2,2.8,3.3,3.3,3.3,C
3,18,1,2,1,2,US,2.7,3.9,3.5,2.9,3.8,3.9,N
3,54,1,1,2,1,US,2.9,2.9,3.1,2.8,3.0,3.1,A
4,18,1,2,1,5,US,3.7,4.0,2.7,3.3,3.1,4.0,N
3,23,1,2,1,1,US,3.2,2.8,2.8,3.2,3.7,3.7,O
1,22,1,1,1,1,US,3.4,3.2,3.0,3.4,3.8,3.8,O
3,33,1,1,1,1,GB,2.9,2.3,2.5,2.9,3.4,3.4,O
3,22,1,1,1,3,GB,3.1,2.2,3.6,3.1,4.2,4.2,O
3,17,1,2,1,1,GB,2.7,2.9,3.0,3.1,3.9,3.9,O
3,43,1,1,1,1,US,3.0,3.7,2.6,3.1,3.6,3.7,N
1,21,1,2,2,5,GB,3.0,3.6,3.1,3.3,3.1,3.6,N
3,19,1,2,1,5,US,2.8,3.2,3.4,3.6,3.0,3.6,C
3,24,2,2,1,1,FI,2.9,2.4,3.3,2.9,3.2,3.3,A
3,20,1,1,2,1,GB,2.9,2.6,3.0,2.9,3.7,3.7,O
4,19,1,1,1,1,IN,3.4,3.5,4.2,2.8,3.3,4.2,A
13,18,1,2,1,5,US,3.6,3.1,3.2,3.1,3.7,3.7,O
3,32,1,2,3,3,US,3.0,3.5,2.6,3.4,3.4,3.5,N
3,18,1,1,1,1,US,3.0,2.6,2.9,3.4,3.3,3.4,C
3,29,1,1,1,2,US,3.1,2.0,3.2,3.2,3.5,3.5,O
13,21,1,2,1,5,US,2.9,2.7,2.8,2.4,3.0,3.0,O
3,18,1,2,1,5,US,3.0,3.3,3.4,3.0,2.9,3.4,A
1,20,1,2,1,5,US,3.1,2.9,3.5,3.0,3.3,3.5,A
3,14,1,2,1,1,GB,2.5,4.1,3.2,3.1,3.7,4.1,N
3,32,1,1,1,1,US,3.0,2.1,2.7,3.4,3.3,3.4,C
3,55,1,1,1,1,US,2.8,3.1,3.3,2.6,3.5,3.5,O
3,18,1,2,1,1,US,3.5,2.9,3.4,3.4,3.2,3.5,E
3,29,1,2,1,2,DE,3.6,3.2,3.7,3.6,3.7,3.7,A
3,64,1,1,1,1,US,2.8,3.1,2.4,3.5,3.1,3.5,C
3,17,1,1,1,5,GB,2.9,4.0,2.9,2.6,3.2,4.0,N
1,25,2,1,1,1,PL,3.3,3.6,2.6,1.8,4.1,4.1,O
3,15,2,1,3,1,US,2.9,3.2,3.4,3.5,3.8,3.8,O
3,21,1,1,1,1,GB,2.8,3.7,3.1,2.7,3.0,3.7,N
9,24,2,1,1,5,US,3.0,3.6,2.8,2.4,2.4,3.6,N
3,22,1,2,1,2,US,2.8,2.5,3.1,2.9,3.1,3.1,A
13,18,1,2,1,5,US,3.8,2.6,3.8,3.2,3.8,3.8,E
3,58,1,1,1,1,US,3.0,2.3,3.0,3.3,3.5,3.5,O
3,18,1,2,1,5,US,3.4,3.6,2.9,3.3,3.0,3.6,N
3,39,1,2,1,5,US,3.4,2.8,3.4,3.6,3.3,3.6,C
11,20,1,1,1,3,GB,3.3,1.8,3.6,3.1,3.1,3.6,A
3,28,1,2,1,1,US,3.2,3.5,2.7,3.3,2.8,3.5,N
3,48,2,2,1,1,BR,2.7,3.9,2.8,3.2,3.6,3.9,N
1,31,1,1,1,2,CA,3.0,2.3,3.5,2.5,3.4,3.5,A
1,26,1,2,1,5,US,3.0,3.1,3.3,2.9,3.5,3.5,O
3,20,1,2,1,2,US,2.8,3.0,3.4,3.8,3.4,3.8,C
1,23,1,2,2,2,US,2.5,2.3,2.9,2.8,3.1,3.1,O
3,22,1,2,1,1,US,3.2,3.5,3.7,3.7,4.0,4.0,O
3,30,1,2,1,1,US,3.3,2.8,3.2,3.6,3.5,3.6,C
13,19,1,2,0,2,US,3.1,3.3,2.6,3.1,3.0,3.3,N
3,24,1,2,1,2,US,3.1,3.4,3.3,3.2,3.3,3.4,N
6,33,2,1,1,1,BR,2.7,1.7,2.9,3.2,3.2,3.2,C
3,21,1,1,1,1,GB,3.0,2.2,3.1,3.2,3.3,3.3,O
1,39,2,2,1,2,CA,3.0,2.4,3.9,3.0,3.0,3.9,A
1,43,1,2,1,1,US,3.2,2.1,3.2,2.9,3.4,3.4,O
13,23,1,1,1,5,US,2.4,2.6,3.2,3.6,2.7,3.6,C
13,19,2,1,1,1,ZA,2.7,2.3,3.0,3.0,3.7,3.7,O
13,33,1,2,1,5,US,3.8,3.7,3.1,3.3,2.7,3.8,E
3,21,1,2,1,1,AU,3.2,3.5,3.4,3.6,3.3,3.6,C
3,23,1,2,1,2,US,3.4,2.7,3.8,3.1,3.4,3.8,A
3,54,1,1,1,1,CA,3.2,1.9,3.2,3.4,3.6,3.6,O
3,19,1,1,1,1,GB,3.0,3.6,3.0,3.3,3.4,3.6,N
13,38,1,1,1,2,US,3.5,2.5,2.8,3.1,3.3,3.5,E
3,21,1,2,1,1,CA,3.0,3.6,3.3,2.9,3.6,3.6,N
3,21,1,2,2,2,CA,3.6,3.6,3.7,3.7,3.5,3.7,A
1,21,2,1,1,5,US,3.0,2.4,2.9,3.5,2.8,3.5,C
6,20,1,2,1,2,BS,3.6,3.6,4.0,3.0,3.4,4.0,A
3,19,1,1,1,5,US,2.9,2.5,3.2,3.4,3.0,3.4,C
3,25,1,1,1,1,CA,3.7,2.2,3.5,3.3,3.5,3.7,E
1,21,2,1,1,5,US,3.2,2.1,3.0,3.2,3.1,3.2,E
1,14,1,2,1,2,US,3.3,3.8,3.1,3.4,3.7,3.8,N
13,17,1,2,1,5,US,2.7,2.8,2.9,2.7,2.9,2.9,A
13,21,2,2,1,1,US,3.2,1.9,3.3,2.7,3.0,3.3,A
13,25,1,1,3,1,GB,2.6,3.6,2.9,2.6,3.5,3.6,N
3,31,2,2,1,4,US,2.9,4.3,3.2,3.1,3.3,4.3,N
13,20,1,2,1,5,US,2.6,2.4,3.6,3.1,2.5,3.6,A
1,26,1,1,1,1,US,3.6,2.5,3.4,3.1,3.6,3.6,E
1,23,1,2,1,2,US,2.9,3.4,3.5,3.1,3.3,3.5,A
3,23,1,1,1,5,US,3.0,2.0,2.6,3.0,3.8,3.8,O
13,24,1,2,1,5,US,3.7,2.3,3.7,3.4,2.7,3.7,E
3,44,1,1,1,1,US,2.4,3.3,3.1,3.1,3.4,3.4,O
3,54,1,1,1,1,US,2.8,2.7,2.9,3.1,2.8,3.1,C
3,20,1,1,2,5,US,2.9,2.5,2.8,3.2,3.8,3.8,O
0,16,1,1,3,1,AU,3.2,2.1,3.8,2.9,3.5,3.8,A
3,18,1,2,1,2,US,3.6,2.8,3.0,3.4,3.7,3.7,O
11,22,2,2,1,1,MY,3.6,3.9,3.5,2.9,2.7,3.9,N
1,17,2,1,1,1,US,2.9,3.0,2.9,3.5,3.2,3.5,C
13,18,2,2,1,1,US,3.3,4.2,3.5,3.4,3.3,4.2,N
13,17,1,1,2,1,US,3.6,2.5,4.1,4.6,3.7,4.6,C
9,20,1,1,1,2,US,3.0,3.6,3.1,3.0,3.1,3.6,N
3,21,1,2,1,5,CA,3.0,4.0,3.1,2.8,3.1,4.0,N
3,18,1,2,1,5,US,3.3,2.9,3.1,3.2,3.2,3.3,E
3,23,1,1,1,5,CA,4.3,1.4,3.5,4.2,3.5,4.3,E
3,21,1,2,1,2,US,2.9,3.4,3.3,2.9,3.4,3.4,N
3,20,1,2,1,2,US,2.7,2.6,2.9,3.2,3.5,3.5,O
3,28,1,1,1,2,US,3.0,2.3,3.2,3.0,3.4,3.4,O
13,21,1,2,1,5,US,3.0,3.6,3.0,2.9,2.6,3.6,N
13,52,1,2,1,1,US,3.5,2.3,2.9,3.1,3.7,3.7,O
3,18,1,1,1,1,US,3.4,2.8,2.6,3.7,3.3,3.7,C
3,21,1,1,1,5,US,3.7,2.8,2.8,3.3,3.6,3.7,E
3,30,1,2,1,5,US,2.4,1.8,3.5,3.7,3.4,3.7,C
3,20,1,1,2,2,US,3.0,2.5,2.9,3.2,3.4,3.4,O
13,19,2,2,1,1,US,3.1,3.6,3.1,3.7,3.0,3.7,C
3,52,1,2,1,1,US,3.0,2.6,3.0,2.9,3.2,3.2,O
11,19,1,2,1,2,CA,2.9,3.8,3.3,2.3,3.3,3.8,N
3,41,1,2,1,1,US,2.8,2.1,3.4,2.8,3.4,3.4,A
4,22,2,1,1,2,IN,3.1,2.6,2.8,2.6,2.9,3.1,E
4,23,2,1,1,2,IN,2.9,2.8,3.2,3.2,2.6,3.2,A
3,56,1,2,1,1,US,3.0,3.0,2.8,3.0,3.4,3.4,O
1,22,1,2,1,1,US,3.1,3.6,3.0,3.7,3.5,3.7,C
4,33,2,2,1,5,PH,3.2,3.0,3.5,3.0,3.3,3.5,A
13,30,1,2,1,1,US,3.8,4.0,3.3,3.2,3.0,4.0,N
3,24,1,2,3,3,GB,3.3,3.4,3.6,3.2,3.5,3.6,A
3,22,1,2,1,1,US,3.3,2.6,3.1,3.2,3.4,3.4,O
12,35,1,1,1,1,ZA,3.8,1.1,3.8,3.9,3.2,3.9,C
3,21,1,1,1,1,US,3.4,2.9,3.3,3.5,3.1,3.5,C
3,18,1,1,1,5,US,3.2,3.5,3.0,3.0,3.1,3.5,N
13,22,1,2,1,5,US,3.2,4.2,3.3,3.4,3.1,4.2,N
13,22,2,2,1,2,AU,3.5,3.5,3.9,4.0,4.1,4.1,O
4,33,2,1,1,1,IN,3.0,4.0,3.6,3.7,3.8,4.0,N
3,18,1,2,3,1,NZ,2.9,3.4,2.8,3.0,3.0,3.4,N
11,13,1,1,2,1,AU,3.5,2.7,2.5,3.2,3.4,3.5,E
1,25,1,2,1,3,TW,2.9,3.7,3.1,3.1,3.0,3.7,N
9,23,2,1,1,2,KR,2.9,2.6,3.0,3.4,3.4,3.4,C
11,17,2,1,1,5,PH,3.3,3.0,3.3,3.4,3.0,3.4,C
3,67,2,1,1,2,SE,3.1,2.2,3.2,2.9,3.9,3.9,O
3,18,2,1,1,1,US,2.7,2.6,3.0,2.7,3.3,3.3,O
1,24,1,2,1,3,US,3.0,4.0,3.2,3.5,3.7,4.0,N
3,32,1,1,1,1,CA,3.3,3.2,3.5,3.7,3.4,3.7,C
3,18,1,2,1,2,US,3.3,2.3,3.5,3.4,3.1,3.5,A
11,17,2,2,2,2,PH,3.1,3.7,3.4,3.2,3.6,3.7,N
1,18,1,2,1,5,AT,3.2,2.6,2.8,2.8,3.3,3.3,O
3,68,1,2,1,2,US,2.7,2.5,2.8,2.5,3.3,3.3,O
13,49,2,1,1,1,IN,3.4,2.3,3.3,3.7,3.1,3.7,C
3,15,1,2,1,1,GB,2.7,3.8,3.4,3.6,3.1,3.8,N
4,60,2,1,1,1,IN,3.3,3.0,3.2,3.8,3.6,3.8,C
4,25,2,1,1,1,IN,3.4,3.7,3.2,3.3,3.4,3.7,N
13,17,2,2,1,5,PH,2.7,3.9,3.4,3.1,3.7,3.9,N
3,17,1,1,2,1,AU,2.8,3.2,3.4,2.6,3.4,3.4,A
11,26,2,2,1,1,BH,2.4,2.3,3.3,2.3,3.4,3.4,O
3,19,1,2,1,1,US,3.1,2.6,3.0,3.3,3.6,3.6,O
11,16,2,1,1,1,PH,2.6,2.5,3.4,3.2,3.4,3.4,A
8,52,1,1,1,1,GB,2.9,2.6,3.3,2.9,3.3,3.3,A
11,17,2,2,1,2,PH,3.0,2.6,3.0,3.8,3.8,3.8,C
1,27,2,2,1,2,DE,2.8,2.6,3.2,3.2,2.8,3.2,A
4,28,2,1,1,1,IN,3.2,3.2,3.4,2.7,2.7,3.4,A
